2025-07-15 02:22:08,135 | VectorStoreService | ERROR | Error creating vector store: No columns to parse from file
2025-07-23 21:35:22,692 | QAAgent | INFO | Processed query at LUXORIA SUITES: Can you provide me the restaurant details?
2025-07-23 21:35:22,693 | web | INFO | Web | e7784bf2-5071-4e05-942d-a8d187a75db9 | Can you provide me the restaurant details? | At LUXORIA SUITES, we offer an exquisite dining experience at our signature restaurant, Azure. Our menu features gourmet cuisine with a focus on seasonal ingredients and expertly crafted cocktails. We also offer private dining options and personalized service to ensure a memorable experience. | Intent: goodbye
2025-07-23 21:36:28,077 | QAAgent | INFO | Processed query at LUXORIA SUITES: Can you schedule a wake up call for me
2025-07-23 21:36:28,078 | web | INFO | Web | e7784bf2-5071-4e05-942d-a8d187a75db9 | Can you schedule a wake up call for me | Yes, just inform the reception and we will schedule your wake-up call. | Intent: goodbye
2025-07-23 21:36:42,588 | QAAgent | INFO | Processed query at LUXORIA SUITES: Can I make the payment
2025-07-23 21:36:42,588 | web | INFO | Web | e7784bf2-5071-4e05-942d-a8d187a75db9 | Can I make the payment | We accept various payment methods, including credit cards, cash, and digital payments. Our front desk team will be happy to assist you with the payment process. | Intent: payment_request
2025-07-23 21:46:55,706 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-23 21:47:03,253 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-23 21:47:04,447 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-23 23:50:09,994 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-23 23:50:56,172 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-23 23:50:57,991 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-23 23:51:30,417 | QAAgent | INFO | Processed query at LUXORIA SUITES: Hii!! I want to know more about the hotel
2025-07-23 23:51:30,419 | web | INFO | Web | deda2e42-23d2-434a-a64b-8eeb1c6250fe | Hii!! I want to know more about the hotel | Welcome to Luxoria Suites. We're delighted to have you with us. Our hotel offers luxurious accommodations, gourmet dining, rejuvenating spa treatments, and personalized hospitality. We have a range of suites, including Deluxe Rooms, Executive Suites, Family Rooms, and Presidential Suites, each designed to provide an unparalleled level of comfort and elegance. Would you like to know more about our specific amenities or services? | Intent: payment_request | Guest: True
2025-07-23 23:51:57,150 | QAAgent | INFO | Processed query at LUXORIA SUITES: hello can you just book a room for me
2025-07-23 23:51:57,151 | web | INFO | Voice | deda2e42-23d2-434a-a64b-8eeb1c6250fe | hello can you just book a room for me | I'd be happy to assist you with booking a room at LUXORIA SUITES. 

May I inquire about your preferred room type, such as Deluxe, Executive, Family, or Presidential Suite? | Intent: payment_request | Guest: True
2025-07-23 23:55:25,686 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-23 23:55:51,576 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-23 23:55:52,819 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-23 23:56:29,086 | QAAgent | INFO | Processed query at LUXORIA SUITES: hello can I know the details about
2025-07-23 23:56:29,087 | web | INFO | Voice | 27111513-4467-41c2-8c14-8ff8e848e052 | hello can I know the details about | I'd be happy to assist you. Please go ahead and ask your question, and I'll provide you with the details you're looking for. | Intent: greet | Guest: True
2025-07-23 23:57:07,975 | QAAgent | INFO | Processed query at LUXORIA SUITES: I want to make the payment for a Deluxe room.
2025-07-23 23:57:07,976 | web | INFO | Web | 27111513-4467-41c2-8c14-8ff8e848e052 | I want to make the payment for a Deluxe room. | We accept major credit cards, including Visa, Mastercard, and American Express. You may also opt for online payment through our secure portal or pay in person at our front desk. Would you like to proceed with the payment now? | Intent: payment_request | Guest: True
2025-07-23 23:58:18,056 | QAAgent | INFO | Processed query at LUXORIA SUITES: what happen
2025-07-23 23:58:18,057 | web | INFO | Voice | 27111513-4467-41c2-8c14-8ff8e848e052 | what happen | I'm happy to help. However, I'm not sure I understand your question. Could you please provide more context or clarify what you're referring to? | Intent: goodbye | Guest: True
2025-07-23 23:58:40,863 | QAAgent | INFO | Processed query at LUXORIA SUITES: can you give me the payment link
2025-07-23 23:58:40,864 | web | INFO | Voice | 27111513-4467-41c2-8c14-8ff8e848e052 | can you give me the payment link | For your convenience, I can provide you with a secure payment link via email or our mobile app. Would you prefer one of these options? | Intent: payment_request | Guest: True
2025-07-24 00:06:14,166 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:06:22,460 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:06:23,843 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:06:36,426 | QAAgent | INFO | Processed query at LUXORIA SUITES: give me the payment link
2025-07-24 00:06:36,426 | web | INFO | Voice | 1333653d-eae5-4e12-95dd-5b078bc068c5 | give me the payment link | For your convenience, we accept online payments through our website. Please visit our website at luxoriasuites.com and click on the "Book Now" or "Make a Payment" tab to access our secure payment portal. If you need assistance, feel free to ask. | Intent: payment_request | Guest: True
2025-07-24 00:11:59,771 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:12:03,617 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:12:04,166 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:12:18,031 | QAAgent | INFO | Processed query at LUXORIA SUITES: I want to make the payment
2025-07-24 00:12:18,033 | web | INFO | Web | 3e5a4325-047c-424e-bd00-1de07da42967 | I want to make the payment | We accept major credit cards, including Visa, Mastercard, and American Express. You may also opt for cash or bank transfer. Our front desk team will be happy to assist you with the payment process. | Intent: payment_request | Guest: True
2025-07-24 00:17:44,891 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:17:53,045 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:17:54,368 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:18:26,843 | QAAgent | INFO | Processed query at LUXORIA SUITES: I want to know more about
2025-07-24 00:18:26,844 | web | INFO | Voice | 916b8f76-8360-4a74-9682-4834167f1eb0 | I want to know more about | Please go ahead and ask your question, and I'll be happy to assist you with your inquiry about LUXORIA SUITES. | Intent: payment_request | Guest: True
2025-07-24 00:18:51,869 | QAAgent | INFO | Processed query at LUXORIA SUITES: I want to book a room and make the payment
2025-07-24 00:18:51,870 | web | INFO | Web | 916b8f76-8360-4a74-9682-4834167f1eb0 | I want to book a room and make the payment | Welcome to LUXORIA SUITES. We have various room options available, including Deluxe Rooms, Executive Suites, Family Rooms, and Presidential Suites. Which type of room would you prefer? | Intent: payment_request | Guest: True
2025-07-24 00:21:31,834 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:21:47,372 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:21:49,026 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:21:52,382 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:22:02,591 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:22:04,082 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:23:40,442 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:23:51,898 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:23:52,947 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:28:38,768 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:28:47,953 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:28:49,664 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:29:22,914 | QAAgent | INFO | Processed query at LUXORIA SUITES: hello can you just give me the hotel information
2025-07-24 00:29:22,915 | web | INFO | Voice | ddf1ffd9-9287-4b06-8457-c4398cb6ef58 | hello can you just give me the hotel information | Welcome to LUXORIA SUITES. We're delighted to have you with us. Here's a brief overview of our hotel:

- Address: [Insert Address]
- Phone: [Insert Phone Number]
- Email: [Insert Email]
- Amenities: Curated honeymoon suites, gourmet dining, rejuvenating spa treatments, fully-equipped gym, pool access, 24x7 room service, meeting spaces, and personalized hospitality.

Is there anything specific you'd like to know or any assistance you require? | Intent: greet | Guest: True
2025-07-24 00:30:35,694 | QAAgent | INFO | Processed query at LUXORIA SUITES: i want the book the deluxe room. Gie me the detais
2025-07-24 00:30:35,694 | web | INFO | Web | ddf1ffd9-9287-4b06-8457-c4398cb6ef58 | i want the book the deluxe room. Gie me the detais | Our Deluxe Rooms offer luxurious accommodations with plush amenities. 

- Spacious rooms with king-size beds and marble bathrooms
- Complimentary breakfast for two
- 24x7 room service
- Access to our fully-equipped gym and pool
- High-speed Wi-Fi and flat-screen TVs

Would you like to book a Deluxe Room with a specific view or any additional amenities? | Intent: payment_request | Guest: True
2025-07-24 00:32:48,558 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:32:57,163 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:32:58,417 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:33:01,698 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:33:12,810 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:33:14,102 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:41:52,400 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:42:00,901 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:42:02,099 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:42:05,443 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:42:14,465 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:42:15,977 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:50:52,338 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:51:01,160 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:51:02,142 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:51:04,966 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:51:13,699 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:51:14,874 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:52:22,143 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:52:31,342 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:52:32,717 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:53:45,952 | QAAgent | INFO | Processed query at LUXORIA SUITES: Hello
2025-07-24 00:54:00,941 | QAAgent | INFO | Processed query at LUXORIA SUITES: Can you help me with the booking
2025-07-24 00:54:25,150 | QAAgent | INFO | Processed query at LUXORIA SUITES: I want to make the payment for the deluxe room
2025-07-24 00:54:32,180 | QAAgent | INFO | Processed query at LUXORIA SUITES: 1
2025-07-24 00:54:38,245 | QAAgent | INFO | Processed query at LUXORIA SUITES: 3
2025-07-24 00:54:43,861 | QAAgent | INFO | Processed query at LUXORIA SUITES: 1
2025-07-24 00:54:50,387 | QAAgent | INFO | Processed query at LUXORIA SUITES: Yes
2025-07-24 00:56:17,087 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:56:26,291 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:56:27,385 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:58:06,559 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:58:08,781 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 00:58:14,077 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:58:15,355 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:58:17,844 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 00:58:18,904 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 00:58:40,310 | QAAgent | INFO | Processed query at LUXORIA SUITES: hello can you give the information
2025-07-24 00:58:40,311 | web | INFO | Voice | 242ab347-9fe8-43aa-b2ab-ae48686916a0 | hello can you give the information | Welcome to LUXORIA SUITES. I'd be happy to provide you with information about our hotel. 

We offer a range of luxurious accommodations, including Deluxe Rooms, Executive Suites, Family Rooms, and Presidential Suites. Our amenities include a fully-equipped gym, pool access, and a rejuvenating spa. We also offer 24x7 room service and meeting spaces for your convenience.

Would you like more information on any of these services or perhaps our honeymoon suites? | Intent: greet
2025-07-24 00:59:43,505 | QAAgent | INFO | Processed query at LUXORIA SUITES: I want to book a room and make the payment
2025-07-24 00:59:43,505 | web | INFO | Web | 242ab347-9fe8-43aa-b2ab-ae48686916a0 | I want to book a room and make the payment | Welcome to LUXORIA SUITES. We have various room options available, including Deluxe Rooms, Executive Suites, Family Rooms, and Presidential Suites. Which type of room would you prefer? | Intent: payment_request
2025-07-24 01:00:37,599 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 01:00:48,492 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 01:00:49,379 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 01:00:52,983 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 01:01:03,798 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 01:01:04,880 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 01:01:59,418 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 01:02:09,694 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 01:02:11,094 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 01:03:37,747 | QAAgent | INFO | Processed query at LUXORIA SUITES: hello
2025-07-24 01:03:59,062 | QAAgent | INFO | Processed query at LUXORIA SUITES: I want to make the payment for a room in your hotel
2025-07-24 01:04:08,112 | QAAgent | INFO | Processed query at LUXORIA SUITES: 1
2025-07-24 01:04:13,702 | QAAgent | INFO | Processed query at LUXORIA SUITES: 3
2025-07-24 01:04:43,726 | QAAgent | INFO | Processed query at LUXORIA SUITES: 1
2025-07-24 01:04:58,824 | QAAgent | INFO | Processed query at LUXORIA SUITES: Yes
2025-07-24 01:05:27,905 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 01:05:38,002 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 01:05:39,120 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-24 01:41:23,170 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-24 01:41:31,843 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-24 01:41:32,609 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-25 17:09:35,052 | VectorStoreService | INFO | Loaded 90 documents from data/hotel_faq.csv
2025-07-25 17:09:46,887 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-25 17:09:48,890 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-25 17:54:05,676 | VectorStoreService | ERROR | Error creating vector store: [Errno 2] No such file or directory: 'data/hotel_faq.csv'
2025-07-25 17:54:05,676 | QAAgent | ERROR | Error initializing LUXORIA SUITES QA agent: [Errno 2] No such file or directory: 'data/hotel_faq.csv'
2025-07-25 17:54:57,021 | VectorStoreService | INFO | Loaded 90 documents from hotel_faq.csv
2025-07-25 17:55:04,534 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-25 17:55:05,430 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-25 17:55:14,386 | QAAgent | INFO | Processed query at LUXORIA SUITES: Hii
2025-07-25 17:55:14,387 | web | INFO | Web | ee3d417e-8080-40f5-86d0-c7ebc45488d2 | Hii | Welcome to Luxoria Suites. How may I assist you today? | Intent: goodbye | Guest: True
2025-07-25 17:55:28,782 | QAAgent | INFO | Processed query at LUXORIA SUITES: I want to make a payment
2025-07-25 17:55:28,782 | web | INFO | Web | ee3d417e-8080-40f5-86d0-c7ebc45488d2 | I want to make a payment | You can make a payment at our front desk or through our secure online portal. We accept all major credit cards, including Visa, Mastercard, and American Express. | Intent: payment_request | Guest: True
2025-07-25 17:57:29,714 | VectorStoreService | INFO | Loaded 90 documents from hotel_faq.csv
2025-07-25 17:57:48,172 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-25 17:57:49,738 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-25 17:57:52,394 | VectorStoreService | INFO | Loaded 90 documents from hotel_faq.csv
2025-07-25 17:58:00,404 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-25 17:58:01,228 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-25 18:01:04,414 | VectorStoreService | INFO | Loaded 90 documents from hotel_faq.csv
2025-07-25 18:01:12,887 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-25 18:01:13,681 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-25 18:01:58,132 | VectorStoreService | INFO | Loaded 90 documents from hotel_faq.csv
2025-07-25 18:02:06,860 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-25 18:02:07,687 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-25 18:02:09,989 | VectorStoreService | INFO | Loaded 90 documents from hotel_faq.csv
2025-07-25 18:02:18,962 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-07-25 18:02:19,850 | QAAgent | INFO | LUXORIA SUITES QA agent initialized successfully using Groq.
2025-07-25 18:03:27,638 | QAAgent | INFO | Processed query at LUXORIA SUITES: I want to make a payment
2025-07-25 18:03:34,424 | QAAgent | INFO | Processed query at LUXORIA SUITES: 1
2025-07-25 18:03:40,063 | QAAgent | INFO | Processed query at LUXORIA SUITES: 7
2025-07-25 18:03:47,508 | QAAgent | INFO | Processed query at LUXORIA SUITES: 1
2025-07-25 18:03:54,860 | QAAgent | INFO | Processed query at LUXORIA SUITES: Yes
2025-08-02 22:54:26,888 | VectorStoreService | INFO | Loaded 1139 documents from qa_pairs.csv
2025-08-02 22:55:08,534 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-08-02 22:55:12,238 | QAAgent | INFO | ILLORA Retreats QA agent initialized successfully using Groq.
2025-08-02 22:55:34,567 | QAAgent | INFO | Processed query at ILLORA RETREATS: hii
2025-08-02 22:55:34,567 | web | INFO | Web | 175b568f-c6a4-443a-80e7-9b4d108c2375 | hii | Welcome to Ilora Retreats. How may I assist you today? | Intent: goodbye | Guest: True
2025-08-02 22:56:02,807 | QAAgent | INFO | Processed query at ILLORA RETREATS: I want to book a spa
2025-08-02 22:56:02,807 | web | INFO | Web | 175b568f-c6a4-443a-80e7-9b4d108c2375 | I want to book a spa | Our Ilora Spa offers a serene oasis for rejuvenation. To book a treatment, please contact our spa concierge at spa@ilora-retreats.com or call us at +1 555 123 4567. We'll be happy to assist you in selecting the perfect experience tailored to your needs. | Intent: ask_spa_booking | Guest: True
2025-08-02 22:56:23,507 | QAAgent | INFO | Processed query at ILLORA RETREATS: what about the pricing of the spa
2025-08-02 22:56:23,507 | web | INFO | Web | 175b568f-c6a4-443a-80e7-9b4d108c2375 | what about the pricing of the spa | Our spa treatments are tailored to provide a serene and rejuvenating experience. For pricing and package options, I recommend contacting our spa concierge at spa@ilora-retreats.com or visiting our website for more information. | Intent: ask_room_types | Guest: True
2025-08-02 22:57:37,556 | QAAgent | INFO | Processed query at ILLORA RETREATS: spa massage
2025-08-02 22:57:37,556 | web | INFO | Web | 175b568f-c6a4-443a-80e7-9b4d108c2375 | spa massage | Our spa offers a range of rejuvenating massage therapies, including Swedish, deep tissue, and aromatherapy. To book a treatment, please contact our spa concierge at spa@ilora-retreats.com or visit our spa desk. | Intent: ask_spa_booking | Guest: True
2025-08-02 22:58:09,681 | QAAgent | INFO | Processed query at ILLORA RETREATS: I want to make a payment
2025-08-02 22:58:09,681 | web | INFO | Web | 175b568f-c6a4-443a-80e7-9b4d108c2375 | I want to make a payment | You can make a payment by contacting our sales team at sales@ilora-retreats.com or by logging into your account on our website to access your booking details and payment options. | Intent: payment_request | Guest: True
2025-08-02 23:14:09,125 | VectorStoreService | INFO | Loaded 1139 documents from qa_pairs.csv
2025-08-02 23:14:32,407 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-08-02 23:14:35,176 | QAAgent | INFO | ILLORA Retreats QA agent initialized successfully using Groq.
2025-08-02 23:15:01,643 | QAAgent | INFO | Processed query at ILLORA RETREATS: Hii
2025-08-02 23:15:01,643 | web | INFO | Web | f4f8c0f9-0027-4852-81d0-21c212932816 | Hii | Welcome to Ilora Retreats. How may I assist you today? | Intent: goodbye
2025-08-02 23:15:23,927 | QAAgent | INFO | Processed query at ILLORA RETREATS: Can you let me know about the hotel
2025-08-02 23:15:23,928 | web | INFO | Web | f4f8c0f9-0027-4852-81d0-21c212932816 | Can you let me know about the hotel | Welcome to Ilora Retreats. We're delighted to have you with us. Our hotel offers luxurious accommodations, gourmet dining options, rejuvenating spa treatments, and exceptional personalized hospitality. Would you like more information on our amenities or services? | Intent: goodbye
2025-08-02 23:18:11,583 | VectorStoreService | INFO | Loaded 1139 documents from qa_pairs.csv
2025-08-02 23:18:34,516 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-08-02 23:18:37,270 | QAAgent | INFO | ILLORA Retreats QA agent initialized successfully using Groq.
2025-08-02 23:18:49,764 | QAAgent | INFO | Processed query at ILLORA RETREATS: Hii
2025-08-02 23:18:49,764 | web | INFO | Web | 64f67d78-a990-4c28-8018-2a3cceebfc48 | Hii | Welcome to Ilora Retreats. How may I assist you today? | Intent: goodbye
2025-08-02 23:22:32,174 | VectorStoreService | INFO | Loaded 1139 documents from qa_pairs.csv
2025-08-02 23:22:44,378 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-08-02 23:22:45,679 | QAAgent | INFO | ILLORA Retreats QA agent initialized successfully using Groq.
2025-08-02 23:22:57,253 | QAAgent | INFO | Processed query at ILLORA RETREATS: Hello
2025-08-02 23:22:57,254 | web | INFO | Web | 7206372f-2788-4d31-b8c0-d25afc9f101c | Hello | Welcome to Ilora Retreats. How may I assist you today? | Intent: greet | Guest: True
2025-08-02 23:23:05,240 | QAAgent | INFO | Processed query at ILLORA RETREATS: I want to book a spa
2025-08-02 23:23:05,240 | web | INFO | Web | 7206372f-2788-4d31-b8c0-d25afc9f101c | I want to book a spa | Our Ilora Spa offers a serene oasis for rejuvenation. To book a treatment, please contact our spa concierge at spa@ilora-retreats.com or call us at +1 555 123 4567. We'll be happy to assist you in selecting the perfect experience tailored to your needs. | Intent: ask_spa_booking | Guest: True
2025-08-02 23:23:14,765 | QAAgent | INFO | Processed query at ILLORA RETREATS: I want to make a payment
2025-08-02 23:23:14,765 | web | INFO | Web | 7206372f-2788-4d31-b8c0-d25afc9f101c | I want to make a payment | You can make a payment by contacting our sales team at sales@ilora-retreats.com or by logging into your account on our website to access your booking details and payment options. | Intent: payment_request | Guest: True
2025-08-02 23:28:28,399 | VectorStoreService | INFO | Loaded 1139 documents from qa_pairs.csv
2025-08-02 23:28:48,017 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-08-02 23:28:49,610 | QAAgent | INFO | ILLORA Retreats QA agent initialized successfully using Groq.
2025-08-02 23:29:01,925 | QAAgent | INFO | Processed query at ILLORA RETREATS: Hello
2025-08-02 23:29:01,925 | web | INFO | Web | 84024d49-9faf-48bd-a032-55f8607ad219 | Hello | Welcome to Ilora Retreats. How may I assist you today? | Intent: payment_request
2025-08-02 23:29:18,183 | QAAgent | INFO | Processed query at ILLORA RETREATS: Hello
2025-08-02 23:29:18,184 | web | INFO | Web | 84024d49-9faf-48bd-a032-55f8607ad219 | Hello | Welcome to Ilora Retreats. How may I assist you today? | Intent: payment_request
2025-08-02 23:29:31,290 | QAAgent | INFO | Processed query at ILLORA RETREATS: I want to know about your hote;
2025-08-02 23:29:31,291 | web | INFO | Web | 84024d49-9faf-48bd-a032-55f8607ad219 | I want to know about your hote; | Welcome to Ilora Retreats. We're a luxurious haven offering elegant accommodations, gourmet dining, rejuvenating spa treatments, and personalized hospitality. Our amenities include a fully-equipped gym, pool access, and 24x7 room service. We also feature meeting spaces for your business needs. Would you like more information on any of these services? | Intent: payment_request
2025-08-02 23:30:31,706 | QAAgent | INFO | Processed query at ILLORA RETREATS: Can you let me know what type of  rooms do you have
2025-08-02 23:30:31,707 | web | INFO | Web | 84024d49-9faf-48bd-a032-55f8607ad219 | Can you let me know what type of  rooms do you have | We offer a range of luxurious rooms and suites, including Deluxe Rooms, Executive Suites, and our signature ILLORA Suites, each designed to provide unparalleled comfort and elegance. Would you like more information on our room categories or specific amenities? | Intent: payment_request
2025-08-02 23:36:59,208 | VectorStoreService | INFO | Loaded 1139 documents from qa_pairs.csv
2025-08-02 23:37:11,179 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-08-02 23:37:12,468 | QAAgent | INFO | ILLORA Retreats QA agent initialized successfully using Groq.
2025-08-02 23:37:24,156 | QAAgent | INFO | Processed query at ILLORA RETREATS: Hii
2025-08-02 23:37:24,156 | web | INFO | Web | f999d058-0cfe-48a3-9a12-8b602d80db53 | Hii | Welcome to Ilora Retreats. How may I assist you today? | Intent: payment_request
2025-08-02 23:37:59,668 | VectorStoreService | INFO | Loaded 1139 documents from qa_pairs.csv
2025-08-02 23:38:24,629 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
2025-08-02 23:38:27,616 | QAAgent | INFO | ILLORA Retreats QA agent initialized successfully using Groq.
2025-08-02 23:39:06,691 | QAAgent | INFO | Processed query at ILLORA RETREATS: hii
2025-08-02 23:39:06,692 | web | INFO | Web | 1997dbac-118c-41c2-9946-f068e584e3f3 | hii | Welcome to Ilora Retreats. How may I assist you today? | Intent: greet
2025-08-02 23:39:26,032 | QAAgent | INFO | Processed query at ILLORA RETREATS: I want to book and pay for a spa
2025-08-02 23:39:26,033 | web | INFO | Web | 1997dbac-118c-41c2-9946-f068e584e3f3 | I want to book and pay for a spa | Welcome to Ilora Retreats. To book and pay for a spa treatment, please contact our Spa Concierge at spa@ilora-retreats.com or call us at +1 (555) 123-4567. We'll be happy to assist you in selecting the perfect treatment and arrange for payment. | Intent: payment_request
2025-08-02 23:47:51,966 | VectorStoreService | INFO | Loaded 1139 documents from qa_pairs.csv
2025-08-02 23:48:07,490 | VectorStoreService | INFO | Vector store created with Hugging Face embeddings.
